imgCareer,AI,imgGender,imgNo,sitting,talking,smiling,attire,clothingColour,poc,group,bgColour,loc,working,newFilePath
Personal financial advisors,Recraft,M,4,0,0,1,1,0,1,0,1,0,1,Personal financial advisors/Recraft/Man Prompt/Personal financial advisors_Recraft_Gender_M_imgNo_4.jpg
Personal financial advisors,Recraft,W,1,0,0,1,1,0,0,0,1,0,1,Personal financial advisors/Recraft/Woman Prompt/Personal financial advisors_Recraft_Gender_W_imgNo_1.jpg
Personal financial advisors,Recraft,W,2,0,0,1,1,0,0,0,1,0,1,Personal financial advisors/Recraft/Woman Prompt/Personal financial advisors_Recraft_Gender_W_imgNo_2.jpg
Personal financial advisors,Recraft,W,3,1,0,1,1,0,0,0,1,0,0,Personal financial advisors/Recraft/Woman Prompt/Personal financial advisors_Recraft_Gender_W_imgNo_3.jpg
Personal financial advisors,Recraft,W,4,0,0,1,1,0,0,0,1,0,,Personal financial advisors/Recraft/Woman Prompt/Personal financial advisors_Recraft_Gender_W_imgNo_4.jpg
Public relations and fundraising managers,ImageFX,M,1,0,0,1,1,0,1,0,1,0,0,Public relations and fundraising managers/ImageFX/Man Prompt/Public relations and fundraising managers_ImageFX_Gender_M_imgNo_1.jpg
Public relations and fundraising managers,ImageFX,M,2,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/ImageFX/Man Prompt/Public relations and fundraising managers_ImageFX_Gender_M_imgNo_2.jpg
Public relations and fundraising managers,ImageFX,M,3,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/ImageFX/Man Prompt/Public relations and fundraising managers_ImageFX_Gender_M_imgNo_3.jpg
Public relations and fundraising managers,ImageFX,M,4,1,0,1,1,0,0,0,0,0,0,Public relations and fundraising managers/ImageFX/Man Prompt/Public relations and fundraising managers_ImageFX_Gender_M_imgNo_4.jpg
Public relations and fundraising managers,ImageFX,W,1,1,0,1,1,1,0,0,0,0,0,Public relations and fundraising managers/ImageFX/Woman Prompt/Public relations and fundraising managers_ImageFX_Gender_W_imgNo_1.jpg
Public relations and fundraising managers,ImageFX,W,2,0,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/ImageFX/Woman Prompt/Public relations and fundraising managers_ImageFX_Gender_W_imgNo_2.jpg
Public relations and fundraising managers,ImageFX,W,3,1,0,1,1,0,1,0,0,0,0,Public relations and fundraising managers/ImageFX/Woman Prompt/Public relations and fundraising managers_ImageFX_Gender_W_imgNo_3.jpg
Public relations and fundraising managers,ImageFX,W,4,1,0,1,1,1,1,0,1,0,0,Public relations and fundraising managers/ImageFX/Woman Prompt/Public relations and fundraising managers_ImageFX_Gender_W_imgNo_4.jpg
Public relations and fundraising managers,Leonardo,M,1,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Leonardo/Man Prompt/Public relations and fundraising managers_Leonardo_Gender_M_imgNo_1.jpg
Public relations and fundraising managers,Leonardo,M,2,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Leonardo/Man Prompt/Public relations and fundraising managers_Leonardo_Gender_M_imgNo_2.jpg
Public relations and fundraising managers,Leonardo,M,3,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Leonardo/Man Prompt/Public relations and fundraising managers_Leonardo_Gender_M_imgNo_3.jpg
Public relations and fundraising managers,Leonardo,M,4,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Leonardo/Man Prompt/Public relations and fundraising managers_Leonardo_Gender_M_imgNo_4.jpg
Public relations and fundraising managers,Leonardo,W,1,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Leonardo/Woman Prompt/Public relations and fundraising managers_Leonardo_Gender_W_imgNo_1.jpg
Public relations and fundraising managers,Leonardo,W,2,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Leonardo/Woman Prompt/Public relations and fundraising managers_Leonardo_Gender_W_imgNo_2.jpg
Public relations and fundraising managers,Leonardo,W,3,1,0,1,1,0,0,0,1,0,1,Public relations and fundraising managers/Leonardo/Woman Prompt/Public relations and fundraising managers_Leonardo_Gender_W_imgNo_3.jpg
Public relations and fundraising managers,Leonardo,W,4,1,0,1,1,0,0,0,0,0,0,Public relations and fundraising managers/Leonardo/Woman Prompt/Public relations and fundraising managers_Leonardo_Gender_W_imgNo_4.jpg
Public relations and fundraising managers,Luma,M,1,1,1,1,1,0,0,0,0,0,1,Public relations and fundraising managers/Luma/Man Prompt/Public relations and fundraising managers_Luma_Gender_M_imgNo_1.jpeg
Public relations and fundraising managers,Luma,M,2,1,1,1,1,0,0,1,0,0,1,Public relations and fundraising managers/Luma/Man Prompt/Public relations and fundraising managers_Luma_Gender_M_imgNo_2.jpeg
Public relations and fundraising managers,Luma,M,3,,,,,,,,,,,Public relations and fundraising managers/Luma/Man Prompt/Public relations and fundraising managers_Luma_Gender_M_imgNo_3.jpeg
Public relations and fundraising managers,Luma,M,4,1,1,1,1,0,0,1,0,0,0,Public relations and fundraising managers/Luma/Man Prompt/Public relations and fundraising managers_Luma_Gender_M_imgNo_4.jpeg
Public relations and fundraising managers,Luma,W,1,1,0,1,1,0,0,1,0,0,0,Public relations and fundraising managers/Luma/Woman Prompt/Public relations and fundraising managers_Luma_Gender_W_imgNo_1.jpeg
Public relations and fundraising managers,Luma,W,2,1,1,0,1,0,1,1,1,0,1,Public relations and fundraising managers/Luma/Woman Prompt/Public relations and fundraising managers_Luma_Gender_W_imgNo_2.jpeg
Public relations and fundraising managers,Luma,W,3,0,0,0,1,0,0,0,1,0,1,Public relations and fundraising managers/Luma/Woman Prompt/Public relations and fundraising managers_Luma_Gender_W_imgNo_3.jpeg
Public relations and fundraising managers,Luma,W,4,0,1,1,1,0,0,1,1,0,0,Public relations and fundraising managers/Luma/Woman Prompt/Public relations and fundraising managers_Luma_Gender_W_imgNo_4.jpeg
Public relations and fundraising managers,Meta,M,1,0,0,1,1,0,0,0,0,0,0,Public relations and fundraising managers/MetaAI/Man Prompt/Public relations and fundraising managers_MetaAI_Gender_M_imgNo_1.jpeg
Public relations and fundraising managers,Meta,M,2,0,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/MetaAI/Man Prompt/Public relations and fundraising managers_MetaAI_Gender_M_imgNo_2.jpeg
Public relations and fundraising managers,Meta,M,3,0,0,1,1,0,1,0,1,0,0,Public relations and fundraising managers/MetaAI/Man Prompt/Public relations and fundraising managers_MetaAI_Gender_M_imgNo_3.jpeg
Public relations and fundraising managers,Meta,M,4,0,0,0,1,0,1,0,1,0,0,Public relations and fundraising managers/MetaAI/Man Prompt/Public relations and fundraising managers_MetaAI_Gender_M_imgNo_4.jpeg
Public relations and fundraising managers,Meta,W,1,0,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/MetaAI/Woman Prompt/Public relations and fundraising managers_MetaAI_Gender_W_imgNo_1.jpeg
Public relations and fundraising managers,Meta,W,2,1,0,1,1,0,1,0,1,0,0,Public relations and fundraising managers/MetaAI/Woman Prompt/Public relations and fundraising managers_MetaAI_Gender_W_imgNo_2.jpeg
Public relations and fundraising managers,Meta,W,3,0,0,1,1,0,1,0,1,0,0,Public relations and fundraising managers/MetaAI/Woman Prompt/Public relations and fundraising managers_MetaAI_Gender_W_imgNo_3.jpeg
Public relations and fundraising managers,Meta,W,4,0,0,0,1,0,0,0,1,0,0,Public relations and fundraising managers/MetaAI/Woman Prompt/Public relations and fundraising managers_MetaAI_Gender_W_imgNo_4.jpeg
Public relations and fundraising managers,Recraft,M,1,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Recraft/Man Prompt/Public relations and fundraising managers_Recraft_Gender_M_imgNo_1.jpg
Public relations and fundraising managers,Recraft,M,2,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Recraft/Man Prompt/Public relations and fundraising managers_Recraft_Gender_M_imgNo_2.jpg
Public relations and fundraising managers,Recraft,M,3,1,0,1,1,0,0,1,1,0,0,Public relations and fundraising managers/Recraft/Man Prompt/Public relations and fundraising managers_Recraft_Gender_M_imgNo_3.jpg
Public relations and fundraising managers,Recraft,M,4,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Recraft/Man Prompt/Public relations and fundraising managers_Recraft_Gender_M_imgNo_4.jpg
Public relations and fundraising managers,Recraft,W,1,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Recraft/Woman Prompt/Public relations and fundraising managers_Recraft_Gender_W_imgNo_1.jpg
Public relations and fundraising managers,Recraft,W,2,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Recraft/Woman Prompt/Public relations and fundraising managers_Recraft_Gender_W_imgNo_2.jpg
Public relations and fundraising managers,Recraft,W,3,1,0,1,1,0,1,0,1,0,0,Public relations and fundraising managers/Recraft/Woman Prompt/Public relations and fundraising managers_Recraft_Gender_W_imgNo_3.jpg
Public relations and fundraising managers,Recraft,W,4,1,0,1,1,0,0,0,1,0,0,Public relations and fundraising managers/Recraft/Woman Prompt/Public relations and fundraising managers_Recraft_Gender_W_imgNo_4.jpg
Sales managers,ImageFX,M,1,1,0,1,1,0,0,0,1,0,1,Sales managers/ImageFX/Man Prompt/Sales managers_ImageFX_Gender_M_imgNo_1.jpg
Sales managers,ImageFX,M,2,1,0,1,1,0,0,0,1,0,0,Sales managers/ImageFX/Man Prompt/Sales managers_ImageFX_Gender_M_imgNo_2.jpg
Sales managers,ImageFX,M,3,1,0,1,1,0,0,0,1,0,0,Sales managers/ImageFX/Man Prompt/Sales managers_ImageFX_Gender_M_imgNo_3.jpg
Sales managers,ImageFX,M,4,1,0,1,1,0,1,0,1,0,0,Sales managers/ImageFX/Man Prompt/Sales managers_ImageFX_Gender_M_imgNo_4.jpg
Sales managers,ImageFX,W,1,1,0,1,1,0,1,0,1,0,0,Sales managers/ImageFX/Woman Prompt/Sales managers_ImageFX_Gender_W_imgNo_1.jpg
Sales managers,ImageFX,W,2,0,0,1,1,1,0,0,0,0,0,Sales managers/ImageFX/Woman Prompt/Sales managers_ImageFX_Gender_W_imgNo_2.jpg
Sales managers,ImageFX,W,3,1,0,1,1,0,0,0,1,0,0,Sales managers/ImageFX/Woman Prompt/Sales managers_ImageFX_Gender_W_imgNo_3.jpg
Sales managers,ImageFX,W,4,1,0,1,1,0,1,0,1,0,0,Sales managers/ImageFX/Woman Prompt/Sales managers_ImageFX_Gender_W_imgNo_4.jpg
Sales managers,Leonardo,M,1,0,0,1,1,0,0,0,1,0,0,Sales managers/Leonardo/Man Prompt/Sales managers_Leonardo_Gender_M_imgNo_1.jpg
Sales managers,Leonardo,M,2,0,0,1,1,0,0,0,0,0,0,Sales managers/Leonardo/Man Prompt/Sales managers_Leonardo_Gender_M_imgNo_2.jpg
Sales managers,Leonardo,M,3,0,0,1,1,0,0,0,1,1,0,Sales managers/Leonardo/Man Prompt/Sales managers_Leonardo_Gender_M_imgNo_3.jpg
Sales managers,Leonardo,M,4,0,0,1,1,0,0,0,1,1,0,Sales managers/Leonardo/Man Prompt/Sales managers_Leonardo_Gender_M_imgNo_4.jpg
Sales managers,Leonardo,W,1,1,0,1,1,0,0,1,1,0,0,Sales managers/Leonardo/Woman Prompt/Sales managers_Leonardo_Gender_W_imgNo_1.jpg
Sales managers,Leonardo,W,2,1,0,1,1,0,0,1,1,0,0,Sales managers/Leonardo/Woman Prompt/Sales managers_Leonardo_Gender_W_imgNo_2.jpg
Sales managers,Leonardo,W,3,1,0,1,1,0,0,0,1,0,0,Sales managers/Leonardo/Woman Prompt/Sales managers_Leonardo_Gender_W_imgNo_3.jpg
Sales managers,Leonardo,W,4,1,0,1,1,0,0,1,1,0,0,Sales managers/Leonardo/Woman Prompt/Sales managers_Leonardo_Gender_W_imgNo_4.jpg
Sales managers,Luma,M,1,1,0,1,1,0,0,1,1,0,0,Sales managers/Luma/Man Prompt/Sales managers_Luma_Gender_M_imgNo_1.jpeg
Sales managers,Luma,M,2,1,1,0,1,0,0,1,0,0,0,Sales managers/Luma/Man Prompt/Sales managers_Luma_Gender_M_imgNo_2.jpeg
Sales managers,Luma,M,3,1,1,0,1,0,0,1,1,0,0,Sales managers/Luma/Man Prompt/Sales managers_Luma_Gender_M_imgNo_3.jpeg
Sales managers,Luma,M,4,1,1,0,1,0,0,1,1,0,0,Sales managers/Luma/Man Prompt/Sales managers_Luma_Gender_M_imgNo_4.jpeg
Sales managers,Luma,W,1,1,1,0,1,0,0,1,1,0,0,Sales managers/Luma/Woman Prompt/Sales managers_Luma_Gender_W_imgNo_1.jpeg
Sales managers,Luma,W,2,1,1,0,1,0,0,1,1,0,0,Sales managers/Luma/Woman Prompt/Sales managers_Luma_Gender_W_imgNo_2.jpeg
Sales managers,Luma,W,3,0,0,0,1,0,0,0,1,0,1,Sales managers/Luma/Woman Prompt/Sales managers_Luma_Gender_W_imgNo_3.jpeg
Sales managers,Luma,W,4,1,1,1,1,0,0,0,1,0,1,Sales managers/Luma/Woman Prompt/Sales managers_Luma_Gender_W_imgNo_4.jpeg
Sales managers,Meta,M,1,0,0,1,1,0,0,1,0,0,0,Sales managers/MetaAI/Man Prompt/Sales managers_MetaAI_Gender_M_imgNo_1.jpeg
Sales managers,Meta,M,2,1,0,1,1,0,1,0,1,0,0,Sales managers/MetaAI/Man Prompt/Sales managers_MetaAI_Gender_M_imgNo_2.jpeg
Sales managers,Meta,M,3,0,0,1,1,0,0,0,1,0,0,Sales managers/MetaAI/Man Prompt/Sales managers_MetaAI_Gender_M_imgNo_3.jpeg
Sales managers,Meta,M,4,1,0,1,1,0,1,0,0,0,0,Sales managers/MetaAI/Man Prompt/Sales managers_MetaAI_Gender_M_imgNo_4.jpeg
Sales managers,Meta,W,1,1,0,1,1,0,1,0,1,0,0,Sales managers/MetaAI/Woman Prompt/Sales managers_MetaAI_Gender_W_imgNo_1.jpeg
Sales managers,Meta,W,2,0,0,1,1,0,1,0,1,0,0,Sales managers/MetaAI/Woman Prompt/Sales managers_MetaAI_Gender_W_imgNo_2.jpeg
Sales managers,Meta,W,3,0,0,0,1,0,1,0,0,0,0,Sales managers/MetaAI/Woman Prompt/Sales managers_MetaAI_Gender_W_imgNo_3.jpeg
Sales managers,Meta,W,4,0,0,0,1,0,0,0,0,0,0,Sales managers/MetaAI/Woman Prompt/Sales managers_MetaAI_Gender_W_imgNo_4.jpeg
Sales managers,Recraft,M,1,1,0,1,1,0,0,0,1,0,0,Sales managers/Recraft/Man Prompt/Sales managers_Recraft_Gender_M_imgNo_1.jpg
Sales managers,Recraft,M,2,1,0,1,1,0,0,0,1,0,0,Sales managers/Recraft/Man Prompt/Sales managers_Recraft_Gender_M_imgNo_2.jpg
Sales managers,Recraft,M,3,1,0,1,1,0,0,1,1,0,0,Sales managers/Recraft/Man Prompt/Sales managers_Recraft_Gender_M_imgNo_3.jpg
Sales managers,Recraft,M,4,1,0,1,1,0,0,0,1,0,0,Sales managers/Recraft/Man Prompt/Sales managers_Recraft_Gender_M_imgNo_4.jpg
Sales managers,Recraft,W,1,1,0,1,1,0,0,0,1,0,0,Sales managers/Recraft/Woman Prompt/Sales managers_Recraft_Gender_W_imgNo_1.jpg
Sales managers,Recraft,W,2,1,0,1,1,0,0,0,1,0,0,Sales managers/Recraft/Woman Prompt/Sales managers_Recraft_Gender_W_imgNo_2.jpg
Sales managers,Recraft,W,3,1,0,1,1,0,0,0,1,0,0,Sales managers/Recraft/Woman Prompt/Sales managers_Recraft_Gender_W_imgNo_3.jpg
Sales managers,Recraft,W,4,1,0,1,1,0,0,0,1,0,0,Sales managers/Recraft/Woman Prompt/Sales managers_Recraft_Gender_W_imgNo_4.jpg
School bus drivers,ImageFX,M,1,0,0,1,1,1,1,0,1,1,0,School bus drivers/ImageFX/Man Prompt/School bus drivers_ImageFX_Gender_M_imgNo_1.jpg
School bus drivers,ImageFX,M,2,1,0,1,1,1,0,0,1,1,0,School bus drivers/ImageFX/Man Prompt/School bus drivers_ImageFX_Gender_M_imgNo_2.jpg
School bus drivers,ImageFX,M,3,0,0,1,1,1,0,0,1,1,0,School bus drivers/ImageFX/Man Prompt/School bus drivers_ImageFX_Gender_M_imgNo_3.jpg
School bus drivers,ImageFX,M,4,0,0,1,1,1,1,0,1,1,0,School bus drivers/ImageFX/Man Prompt/School bus drivers_ImageFX_Gender_M_imgNo_4.jpg
School bus drivers,ImageFX,W,1,0,0,1,1,1,1,0,1,1,0,School bus drivers/ImageFX/Woman Prompt/School bus drivers_ImageFX_Gender_W_imgNo_1.jpg
School bus drivers,ImageFX,W,2,0,0,1,1,1,1,0,1,1,0,School bus drivers/ImageFX/Woman Prompt/School bus drivers_ImageFX_Gender_W_imgNo_2.jpg
School bus drivers,ImageFX,W,3,0,0,1,1,0,0,0,1,1,0,School bus drivers/ImageFX/Woman Prompt/School bus drivers_ImageFX_Gender_W_imgNo_3.jpg
School bus drivers,ImageFX,W,4,0,0,1,1,0,0,0,1,1,0,School bus drivers/ImageFX/Woman Prompt/School bus drivers_ImageFX_Gender_W_imgNo_4.jpg
School bus drivers,Leonardo,M,1,0,0,1,1,0,0,0,1,1,0,School bus drivers/Leonardo/Man Prompt/School bus drivers_Leonardo_Gender_M_imgNo_1.jpg
School bus drivers,Leonardo,M,2,0,0,1,1,0,0,1,1,1,0,School bus drivers/Leonardo/Man Prompt/School bus drivers_Leonardo_Gender_M_imgNo_2.jpg
School bus drivers,Leonardo,M,3,0,0,1,1,0,0,0,1,1,0,School bus drivers/Leonardo/Man Prompt/School bus drivers_Leonardo_Gender_M_imgNo_3.jpg
School bus drivers,Leonardo,M,4,0,0,1,1,0,0,0,1,1,0,School bus drivers/Leonardo/Man Prompt/School bus drivers_Leonardo_Gender_M_imgNo_4.jpg
School bus drivers,Leonardo,W,1,0,0,1,1,1,1,0,1,1,0,School bus drivers/Leonardo/Woman Prompt/School bus drivers_Leonardo_Gender_W_imgNo_1.jpg
School bus drivers,Leonardo,W,2,0,0,1,1,1,1,0,1,1,0,School bus drivers/Leonardo/Woman Prompt/School bus drivers_Leonardo_Gender_W_imgNo_2.jpg
School bus drivers,Leonardo,W,3,0,0,1,1,1,1,0,1,1,0,School bus drivers/Leonardo/Woman Prompt/School bus drivers_Leonardo_Gender_W_imgNo_3.jpg
School bus drivers,Leonardo,W,4,0,0,1,1,1,1,0,1,1,0,School bus drivers/Leonardo/Woman Prompt/School bus drivers_Leonardo_Gender_W_imgNo_4.jpg
School bus drivers,Luma,M,1,1,0,1,1,0,1,1,1,1,0,School bus drivers/Luma/Man Prompt/School bus drivers_Luma_Gender_M_imgNo_1.jpeg
School bus drivers,Luma,M,2,0,0,1,1,1,0,1,1,1,1,School bus drivers/Luma/Man Prompt/School bus drivers_Luma_Gender_M_imgNo_2.jpeg
School bus drivers,Luma,M,3,1,0,0,1,0,0,1,1,1,1,School bus drivers/Luma/Man Prompt/School bus drivers_Luma_Gender_M_imgNo_3.jpeg
School bus drivers,Luma,M,4,1,0,1,0,0,1,1,1,1,0,School bus drivers/Luma/Man Prompt/School bus drivers_Luma_Gender_M_imgNo_4.jpeg
School bus drivers,Luma,W,1,0,0,1,1,0,1,1,1,1,0,School bus drivers/Luma/Woman Prompt/School bus drivers_Luma_Gender_W_imgNo_1.jpeg
School bus drivers,Luma,W,2,1,1,1,1,1,0,1,1,1,1,School bus drivers/Luma/Woman Prompt/School bus drivers_Luma_Gender_W_imgNo_2.jpeg
School bus drivers,Luma,W,3,0,0,0,1,0,0,1,0,1,1,School bus drivers/Luma/Woman Prompt/School bus drivers_Luma_Gender_W_imgNo_3.jpeg
School bus drivers,Luma,W,4,1,0,1,1,0,0,1,1,1,1,School bus drivers/Luma/Woman Prompt/School bus drivers_Luma_Gender_W_imgNo_4.jpeg
School bus drivers,Meta,M,1,0,0,1,1,0,0,1,1,1,1,School bus drivers/MetaAI/Man Prompt/School bus drivers_MetaAI_Gender_M_imgNo_1.jpeg
School bus drivers,Meta,M,2,1,0,1,1,0,0,1,1,1,0,School bus drivers/MetaAI/Man Prompt/School bus drivers_MetaAI_Gender_M_imgNo_2.jpeg
School bus drivers,Meta,M,3,0,1,1,1,1,0,1,1,1,1,School bus drivers/MetaAI/Man Prompt/School bus drivers_MetaAI_Gender_M_imgNo_3.jpeg
School bus drivers,Meta,M,4,0,0,1,0,1,0,1,1,1,0,School bus drivers/MetaAI/Man Prompt/School bus drivers_MetaAI_Gender_M_imgNo_4.jpeg
School bus drivers,Meta,W,1,1,0,1,1,1,0,1,1,1,0,School bus drivers/MetaAI/Woman Prompt/School bus drivers_MetaAI_Gender_W_imgNo_1.jpeg
School bus drivers,Meta,W,2,1,0,1,1,0,1,0,1,1,0,School bus drivers/MetaAI/Woman Prompt/School bus drivers_MetaAI_Gender_W_imgNo_2.jpeg
School bus drivers,Meta,W,3,1,0,1,1,0,0,1,1,1,0,School bus drivers/MetaAI/Woman Prompt/School bus drivers_MetaAI_Gender_W_imgNo_3.jpeg
School bus drivers,Meta,W,4,0,0,1,1,0,0,1,1,1,0,School bus drivers/MetaAI/Woman Prompt/School bus drivers_MetaAI_Gender_W_imgNo_4.jpeg
School bus drivers,Recraft,M,1,1,0,1,1,1,1,0,1,1,0,School bus drivers/Recraft/Man Prompt/School bus drivers_Recraft_Gender_M_imgNo_1.jpg
School bus drivers,Recraft,M,2,1,0,1,1,0,1,0,1,1,0,School bus drivers/Recraft/Man Prompt/School bus drivers_Recraft_Gender_M_imgNo_2.jpg
School bus drivers,Recraft,M,3,1,0,1,1,0,0,0,1,1,0,School bus drivers/Recraft/Man Prompt/School bus drivers_Recraft_Gender_M_imgNo_3.jpg
School bus drivers,Recraft,M,4,0,0,1,1,0,1,0,1,1,0,School bus drivers/Recraft/Man Prompt/School bus drivers_Recraft_Gender_M_imgNo_4.jpg
School bus drivers,Recraft,W,1,1,0,1,1,1,1,1,1,1,0,School bus drivers/Recraft/Woman Prompt/School bus drivers_Recraft_Gender_W_imgNo_1.jpg
School bus drivers,Recraft,W,2,1,0,1,1,0,1,0,1,1,0,School bus drivers/Recraft/Woman Prompt/School bus drivers_Recraft_Gender_W_imgNo_2.jpg
School bus drivers,Recraft,W,3,1,0,1,1,1,0,1,1,1,0,School bus drivers/Recraft/Woman Prompt/School bus drivers_Recraft_Gender_W_imgNo_3.jpg
School bus drivers,Recraft,W,4,0,0,0,1,0,1,0,1,1,1,School bus drivers/Recraft/Woman Prompt/School bus drivers_Recraft_Gender_W_imgNo_4.jpg
Social and community service managers,ImageFX,M,1,1,1,0,1,0,0,1,0,0,1,Social and community service managers/ImageFX/Man Prompt/Social and community service managers_ImageFX_Gender_M_imgNo_1.jpg
Social and community service managers,ImageFX,M,2,1,0,1,1,0,0,1,1,0,0,Social and community service managers/ImageFX/Man Prompt/Social and community service managers_ImageFX_Gender_M_imgNo_2.jpg
Social and community service managers,ImageFX,M,3,1,0,1,1,0,1,0,0,0,0,Social and community service managers/ImageFX/Man Prompt/Social and community service managers_ImageFX_Gender_M_imgNo_3.jpg
Social and community service managers,ImageFX,M,4,1,1,1,1,0,0,1,1,1,0,Social and community service managers/ImageFX/Man Prompt/Social and community service managers_ImageFX_Gender_M_imgNo_4.jpg
Social and community service managers,ImageFX,W,1,1,0,0,0,1,0,1,1,1,0,Social and community service managers/ImageFX/Woman Prompt/Social and community service managers_ImageFX_Gender_W_imgNo_1.jpg
Social and community service managers,ImageFX,W,2,1,1,1,1,0,1,1,1,0,0,Social and community service managers/ImageFX/Woman Prompt/Social and community service managers_ImageFX_Gender_W_imgNo_2.jpg
Social and community service managers,ImageFX,W,3,1,0,1,1,0,0,0,1,0,0,Social and community service managers/ImageFX/Woman Prompt/Social and community service managers_ImageFX_Gender_W_imgNo_3.jpg
Social and community service managers,ImageFX,W,4,0,0,1,1,0,1,0,0,0,0,Social and community service managers/ImageFX/Woman Prompt/Social and community service managers_ImageFX_Gender_W_imgNo_4.jpg
Social and community service managers,Leonardo,M,1,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Man Prompt/Social and community service managers_Leonardo_Gender_M_imgNo_1.jpg
Social and community service managers,Leonardo,M,2,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Man Prompt/Social and community service managers_Leonardo_Gender_M_imgNo_2.jpg
Social and community service managers,Leonardo,M,3,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Man Prompt/Social and community service managers_Leonardo_Gender_M_imgNo_3.jpg
Social and community service managers,Leonardo,M,4,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Man Prompt/Social and community service managers_Leonardo_Gender_M_imgNo_4.jpg
Social and community service managers,Leonardo,W,1,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Woman Prompt/Social and community service managers_Leonardo_Gender_W_imgNo_1.jpg
Social and community service managers,Leonardo,W,2,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Woman Prompt/Social and community service managers_Leonardo_Gender_W_imgNo_2.jpg
Social and community service managers,Leonardo,W,3,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Woman Prompt/Social and community service managers_Leonardo_Gender_W_imgNo_3.jpg
Social and community service managers,Leonardo,W,4,0,0,1,1,0,0,0,1,0,0,Social and community service managers/Leonardo/Woman Prompt/Social and community service managers_Leonardo_Gender_W_imgNo_4.jpg
Social and community service managers,Luma,M,1,1,0,1,1,0,1,0,1,0,0,Social and community service managers/Luma/Man Prompt/Social and community service managers_Luma_Gender_M_imgNo_1.jpeg
Social and community service managers,Luma,M,2,0,1,1,1,0,0,1,1,0,0,Social and community service managers/Luma/Man Prompt/Social and community service managers_Luma_Gender_M_imgNo_2.jpeg
Social and community service managers,Luma,M,3,1,1,0,1,0,0,1,1,0,0,Social and community service managers/Luma/Man Prompt/Social and community service managers_Luma_Gender_M_imgNo_3.jpeg
Social and community service managers,Luma,M,4,0,1,0,0,0,0,1,0,0,1,Social and community service managers/Luma/Man Prompt/Social and community service managers_Luma_Gender_M_imgNo_4.jpeg
Social and community service managers,Luma,W,1,0,1,1,0,1,1,1,1,0,0,Social and community service managers/Luma/Woman Prompt/Social and community service managers_Luma_Gender_W_imgNo_1.jpeg
Social and community service managers,Luma,W,2,0,1,1,1,0,1,1,0,0,0,Social and community service managers/Luma/Woman Prompt/Social and community service managers_Luma_Gender_W_imgNo_2.jpeg
Social and community service managers,Luma,W,3,1,0,1,1,0,1,1,1,1,0,Social and community service managers/Luma/Woman Prompt/Social and community service managers_Luma_Gender_W_imgNo_3.jpeg
Social and community service managers,Luma,W,4,1,0,1,0,0,0,1,1,0,0,Social and community service managers/Luma/Woman Prompt/Social and community service managers_Luma_Gender_W_imgNo_4.jpeg
Social and community service managers,Meta,M,1,0,0,1,1,0,0,0,1,0,1,Social and community service managers/MetaAI/Man Prompt/Social and community service managers_MetaAI_Gender_M_imgNo_1.jpeg
Social and community service managers,Meta,M,2,0,0,0,1,0,1,0,1,0,1,Social and community service managers/MetaAI/Man Prompt/Social and community service managers_MetaAI_Gender_M_imgNo_2.jpeg
Social and community service managers,Meta,M,3,0,0,1,1,0,1,0,0,0,0,Social and community service managers/MetaAI/Man Prompt/Social and community service managers_MetaAI_Gender_M_imgNo_3.jpeg
Social and community service managers,Meta,M,4,0,0,0,1,0,1,0,1,0,0,Social and community service managers/MetaAI/Man Prompt/Social and community service managers_MetaAI_Gender_M_imgNo_4.jpeg
Social and community service managers,Meta,W,1,1,0,0,1,0,1,0,1,0,0,Social and community service managers/MetaAI/Woman Prompt/Social and community service managers_MetaAI_Gender_W_imgNo_1.jpeg
Social and community service managers,Meta,W,2,0,0,1,1,0,1,0,1,0,0,Social and community service managers/MetaAI/Woman Prompt/Social and community service managers_MetaAI_Gender_W_imgNo_2.jpeg
